,name,pasType,bufferVal,spacing,minh,distance,tolerance,TruePositives,FalsePositives,FalseNegatives,TrueNegatives
361,13,IN,1,50,0.0007605943147138664,25,0,1262,274,3093,4081
362,13,TE,1,50,0.000813930760983307,25,0,1280,427,1378,2231
363,13,IN,1,50,0.000813930760983307,25,0,1251,262,3104,4093
364,13,TE,1,50,0.0008733624931044557,25,0,1260,413,1398,2245
365,13,IN,1,50,0.0008733624931044557,25,0,1231,248,3124,4107
366,13,TE,1,50,0.0009401870150351577,25,0,1244,399,1414,2259
367,13,IN,1,50,0.0009401870150351577,25,0,1216,240,3139,4115
368,13,TE,1,50,0.0010157830986010812,25,0,1223,385,1435,2273
369,13,IN,1,50,0.0010157830986010812,25,0,1200,230,3155,4125
370,13,TE,1,50,0.001101983265510241,25,0,1207,368,1451,2290
371,13,IN,1,50,0.001101983265510241,25,0,1184,215,3171,4140
372,13,TE,1,50,0.0012015383620366652,25,0,1193,343,1465,2315
373,13,IN,1,50,0.0012015383620366652,25,0,1166,210,3189,4145
374,13,TE,1,50,0.0013176206679799385,25,0,1175,323,1483,2335
375,13,IN,1,50,0.0013176206679799385,25,0,1154,202,3201,4153
376,13,TE,1,50,0.0014549556716485755,25,0,1159,309,1499,2349
377,13,IN,1,50,0.0014549556716485755,25,0,1138,190,3217,4165
378,13,TE,1,50,0.0016202303371275631,25,0,1142,284,1516,2374
379,13,IN,1,50,0.0016202303371275631,25,0,1128,181,3227,4174
380,13,TE,1,50,0.0018228366908494664,25,0,1121,268,1537,2390
381,13,IN,1,50,0.0018228366908494664,25,0,1115,166,3240,4189
382,13,TE,1,50,0.0020772677956175847,25,0,1094,246,1564,2412
383,13,IN,1,50,0.0020772677956175847,25,0,1099,156,3256,4199
384,13,TE,1,50,0.002406047242256396,25,0,1070,225,1588,2433
385,13,IN,1,50,0.002406047242256396,25,0,1083,138,3272,4217
386,13,TE,1,50,0.0028463750485353085,25,0,1049,205,1609,2453
387,13,IN,1,50,0.0028463750485353085,25,0,1065,123,3290,4232
388,13,TE,1,50,0.0034641027338373634,25,0,1012,178,1646,2480
389,13,IN,1,50,0.0034641027338373634,25,0,1044,107,3311,4248
390,13,TE,1,50,0.004381964885803229,25,0,969,161,1689,2497
391,13,IN,1,50,0.004381964885803229,25,0,1025,91,3330,4264
392,13,TE,1,50,0.005862944543443387,25,0,935,128,1723,2530
393,13,IN,1,50,0.005862944543443387,25,0,991,73,3364,4282
394,13,TE,1,50,0.008576700452046294,25,0,885,99,1773,2559
395,13,IN,1,50,0.008576700452046294,25,0,951,58,3404,4297
396,13,TE,1,50,0.015003258994833474,25,0,792,70,1866,2588
397,13,IN,1,50,0.015003258994833474,25,0,873,37,3482,4318
398,13,TE,1,50,0.4893544462033438,25,0,0,0,2658,2658
399,13,IN,1,50,0.4893544462033438,25,0,0,0,4355,4355
400,13,TE,1,50,5.940196442901604e-07,50,0,1472,596,1186,2062
